# QGIS Generated Color Map Export File
INTERPOLATION:DISCRETE
0.0235294 255 242 235 255 0.0235294
0.0238095 255 241 235 255 0.0238095
0.024 255 241 235 255 0.024
0.0240964 255 241 235 255 0.0240964
0.0241935 255 241 235 255 0.0241935
0.0243902 255 241 235 255 0.0243902
0.0245902 255 241 235 255 0.0245902
0.0246914 255 241 235 255 0.0246914
0.0247934 255 241 235 255 0.0247934
0.025 255 241 235 255 0.025
0.0252101 255 241 235 255 0.0252101
0.0253165 255 241 235 255 0.0253165
0.0254237 255 241 234 255 0.0254237
0.025641 255 241 234 255 0.025641
0.0258621 255 241 234 255 0.0258621
0.025974 255 241 234 255 0.025974
0.026087 255 241 234 255 0.026087
0.0263158 255 241 234 255 0.0263158
0.0265487 255 241 234 255 0.0265487
0.0266667 255 241 234 255 0.0266667
0.0267857 255 241 234 255 0.0267857
0.027027 255 241 234 255 0.027027
0.0272727 255 241 234 255 0.0272727
0.0273973 255 241 234 255 0.0273973
0.0275229 255 241 234 255 0.0275229
0.0277778 255 241 234 255 0.0277778
0.0280374 255 241 234 255 0.0280374
0.028169 255 241 234 255 0.028169
0.0283019 255 241 234 255 0.0283019
0.0285714 255 241 234 255 0.0285714
0.0288462 255 241 234 255 0.0288462
0.0289855 255 241 234 255 0.0289855
0.0291262 255 240 234 255 0.0291262
0.0294118 255 240 233 255 0.0294118
0.029703 255 240 233 255 0.029703
0.0298507 255 240 233 255 0.0298507
0.03 255 240 233 255 0.03
0.030303 255 240 233 255 0.030303
0.0306122 255 240 233 255 0.0306122
0.0307692 255 240 233 255 0.0307692
0.0309278 255 240 233 255 0.0309278
0.03125 255 240 233 255 0.03125
0.0315789 255 240 233 255 0.0315789
0.031746 255 240 233 255 0.031746
0.0319149 255 240 233 255 0.0319149
0.032 255 240 233 255 0.032
0.0322581 255 240 233 255 0.0322581
0.0325203 255 240 233 255 0.0325203
0.0326087 255 240 233 255 0.0326087
0.0327869 255 240 233 255 0.0327869
0.032967 255 240 233 255 0.032967
0.0330578 255 240 233 255 0.0330578
0.0333333 255 240 233 255 0.0333333
0.0336134 255 240 233 255 0.0336134
0.0337079 255 240 232 255 0.0337079
0.0338983 255 240 232 255 0.0338983
0.0340909 255 240 232 255 0.0340909
0.034188 255 240 232 255 0.034188
0.0344828 255 240 232 255 0.0344828
0.0347826 255 240 232 255 0.0347826
0.0348837 255 240 232 255 0.0348837
0.0350877 255 240 232 255 0.0350877
0.0352941 255 239 232 255 0.0352941
0.0353982 255 239 232 255 0.0353982
0.0357143 255 239 232 255 0.0357143
0.036036 255 239 232 255 0.036036
0.0361446 255 239 232 255 0.0361446
0.0363636 255 239 232 255 0.0363636
0.0365854 255 239 232 255 0.0365854
0.0366972 255 239 232 255 0.0366972
0.037037 255 239 232 255 0.037037
0.0373832 255 239 232 255 0.0373832
0.0375 255 239 232 255 0.0375
0.0377358 255 239 232 255 0.0377358
0.0379747 255 239 232 255 0.0379747
0.0380952 255 239 232 255 0.0380952
0.0384615 255 239 231 255 0.0384615
0.038835 255 239 231 255 0.038835
0.038961 255 239 231 255 0.038961
0.0392157 255 239 231 255 0.0392157
0.0394737 255 239 231 255 0.0394737
0.039604 255 239 231 255 0.039604
0.04 255 239 231 255 0.04
0.0403226 255 239 231 255 0.0403226
0.040404 255 239 231 255 0.040404
0.0405405 255 239 231 255 0.0405405
0.0406504 255 239 231 255 0.0406504
0.0408163 255 239 231 255 0.0408163
0.0409836 255 239 231 255 0.0409836
0.0410959 255 239 231 255 0.0410959
0.0412371 255 239 231 255 0.0412371
0.0413223 255 239 231 255 0.0413223
0.0416667 255 238 231 255 0.0416667
0.0420168 255 238 231 255 0.0420168
0.0421053 255 238 231 255 0.0421053
0.0422535 255 238 231 255 0.0422535
0.0423729 255 238 231 255 0.0423729
0.0425532 255 238 230 255 0.0425532
0.042735 255 238 230 255 0.042735
0.0428571 255 238 230 255 0.0428571
0.0430108 255 238 230 255 0.0430108
0.0431034 255 238 230 255 0.0431034
0.0434783 255 238 230 255 0.0434783
0.0438596 255 238 230 255 0.0438596
0.043956 255 238 230 255 0.043956
0.0441176 255 238 230 255 0.0441176
0.0442478 255 238 230 255 0.0442478
0.0444444 255 238 230 255 0.0444444
0.0446429 255 238 230 255 0.0446429
0.0447761 255 238 230 255 0.0447761
0.0449438 255 238 230 255 0.0449438
0.045045 255 238 230 255 0.045045
0.0454545 255 238 230 255 0.0454545
0.0458716 255 238 230 255 0.0458716
0.045977 255 238 230 255 0.045977
0.0461538 255 238 230 255 0.0461538
0.0462963 255 238 230 255 0.0462963
0.0465116 255 238 230 255 0.0465116
0.046729 255 238 229 255 0.046729
0.046875 255 238 229 255 0.046875
0.0470588 255 238 229 255 0.0470588
0.0471698 255 238 229 255 0.0471698
0.047619 255 238 229 255 0.047619
0.048 255 237 229 255 0.048
0.0480769 255 237 229 255 0.0480769
0.0481928 255 237 229 255 0.0481928
0.0483871 255 237 229 255 0.0483871
0.0485437 255 237 229 255 0.0485437
0.0487805 255 237 229 255 0.0487805
0.0490196 255 237 229 255 0.0490196
0.0491803 255 237 229 255 0.0491803
0.0493827 255 237 229 255 0.0493827
0.049505 255 237 229 255 0.049505
0.0495868 255 237 229 255 0.0495868
0.05 255 237 229 255 0.05
0.0504202 255 237 229 255 0.0504202
0.050505 255 237 229 255 0.050505
0.0506329 255 237 229 255 0.0506329
0.0508475 255 237 229 255 0.0508475
0.0510204 255 237 228 255 0.0510204
0.0512821 255 237 228 255 0.0512821
0.0515464 255 237 228 255 0.0515464
0.0517241 255 237 228 255 0.0517241
0.0519481 255 237 228 255 0.0519481
0.0520833 255 237 228 255 0.0520833
0.0521739 255 237 228 255 0.0521739
0.0526316 255 237 228 255 0.0526316
0.0530973 255 237 228 255 0.0530973
0.0531915 255 237 228 255 0.0531915
0.0533333 255 237 228 255 0.0533333
0.0535714 255 237 228 255 0.0535714
0.0537634 255 237 228 255 0.0537634
0.0540541 255 237 228 255 0.0540541
0.0543478 255 236 228 255 0.0543478
0.0545455 255 236 228 255 0.0545455
0.0547945 255 236 228 255 0.0547945
0.0549451 255 236 228 255 0.0549451
0.0550459 255 236 228 255 0.0550459
0.0555556 255 236 228 255 0.0555556
0.056 255 236 228 255 0.056
0.0560748 255 236 227 255 0.0560748
0.0561798 255 236 227 255 0.0561798
0.056338 255 236 227 255 0.056338
0.0564516 255 236 227 255 0.0564516
0.0566038 255 236 227 255 0.0566038
0.0568182 255 236 227 255 0.0568182
0.0569106 255 236 227 255 0.0569106
0.0571429 255 236 227 255 0.0571429
0.057377 255 236 227 255 0.057377
0.0574713 255 236 227 255 0.0574713
0.0576923 255 236 227 255 0.0576923
0.0578512 255 236 227 255 0.0578512
0.057971 255 236 227 255 0.057971
0.0581395 255 236 227 255 0.0581395
0.0582524 255 236 227 255 0.0582524
0.0583333 255 236 227 255 0.0583333
0.0588235 255 236 227 255 0.0588235
0.059322 255 236 227 255 0.059322
0.0594059 255 236 227 255 0.0594059
0.0595238 255 236 227 255 0.0595238
0.0597015 255 236 227 255 0.0597015
0.0598291 255 236 227 255 0.0598291
0.06 255 236 226 255 0.06
0.060241 255 235 226 255 0.060241
0.0603448 255 235 226 255 0.0603448
0.0606061 255 235 226 255 0.0606061
0.0608696 255 235 226 255 0.0608696
0.0609756 255 235 226 255 0.0609756
0.0612245 255 235 226 255 0.0612245
0.0614035 255 235 226 255 0.0614035
0.0615385 255 235 226 255 0.0615385
0.0617284 255 235 226 255 0.0617284
0.0618557 255 235 226 255 0.0618557
0.0619469 255 235 226 255 0.0619469
0.0625 255 235 226 255 0.0625
0.0630631 255 235 226 255 0.0630631
0.0631579 255 235 226 255 0.0631579
0.0632911 255 235 226 255 0.0632911
0.0634921 255 235 226 255 0.0634921
0.0636364 255 235 226 255 0.0636364
0.0638298 255 235 226 255 0.0638298
0.0641026 255 235 226 255 0.0641026
0.0642202 255 235 226 255 0.0642202
0.0645161 255 235 225 255 0.0645161
0.0648148 255 235 225 255 0.0648148
0.0649351 255 235 225 255 0.0649351
0.0650406 255 235 225 255 0.0650406
0.0652174 255 235 225 255 0.0652174
0.0654206 255 235 225 255 0.0654206
0.0655738 255 235 225 255 0.0655738
0.0657895 255 235 225 255 0.0657895
0.0659341 255 235 225 255 0.0659341
0.0660377 255 235 225 255 0.0660377
0.0661157 254 234 225 255 0.0661157
0.0666667 254 234 225 255 0.0666667
0.0672269 254 234 225 255 0.0672269
0.0673077 254 234 225 255 0.0673077
0.0674157 254 234 225 255 0.0674157
0.0675676 254 234 225 255 0.0675676
0.0677966 254 234 225 255 0.0677966
0.0679612 254 234 225 255 0.0679612
0.0681818 254 234 225 255 0.0681818
0.0683761 254 234 225 255 0.0683761
0.0684932 254 234 225 255 0.0684932
0.0686275 254 234 224 255 0.0686275
0.0689655 254 234 224 255 0.0689655
0.0693069 254 234 224 255 0.0693069
0.0694444 254 234 224 255 0.0694444
0.0695652 254 234 224 255 0.0695652
0.0697674 254 234 224 255 0.0697674
0.07 254 234 224 255 0.07
0.0701754 254 234 224 255 0.0701754
0.0704225 254 234 224 255 0.0704225
0.0705882 254 234 224 255 0.0705882
0.0707071 254 234 224 255 0.0707071
0.0707965 254 234 224 255 0.0707965
0.0708661 254 234 224 255 0.0708661
0.0714286 254 234 224 255 0.0714286
0.072 254 234 224 255 0.072
0.0720721 254 234 224 255 0.0720721
0.0721649 254 234 224 255 0.0721649
0.0722892 254 234 224 255 0.0722892
0.0724638 254 234 224 255 0.0724638
0.0725806 254 234 224 255 0.0725806
0.0727273 254 233 224 255 0.0727273
0.0729167 254 233 223 255 0.0729167
0.0731707 254 233 223 255 0.0731707
0.0733945 254 233 223 255 0.0733945
0.0735294 254 233 223 255 0.0735294
0.0736842 254 233 223 255 0.0736842
0.0737705 254 233 223 255 0.0737705
0.0740741 254 233 223 255 0.0740741
0.0743802 254 233 223 255 0.0743802
0.0744681 254 233 223 255 0.0744681
0.0746269 254 233 223 255 0.0746269
0.0747664 254 233 223 255 0.0747664
0.075 254 233 223 255 0.075
0.0752688 254 233 223 255 0.0752688
0.0754717 254 233 223 255 0.0754717
0.0756303 254 233 223 255 0.0756303
0.0757576 254 233 223 255 0.0757576
0.0759494 254 233 223 255 0.0759494
0.076087 254 233 223 255 0.076087
0.0761905 254 233 223 255 0.0761905
0.0762712 254 233 223 255 0.0762712
0.0769231 254 233 223 255 0.0769231
0.0775862 254 233 222 255 0.0775862
0.0776699 254 233 222 255 0.0776699
0.0777778 254 233 222 255 0.0777778
0.0779221 254 233 222 255 0.0779221
0.078125 254 233 222 255 0.078125
0.0782609 254 233 222 255 0.0782609
0.0784314 254 233 222 255 0.0784314
0.0786517 254 233 222 255 0.0786517
0.0789474 254 232 222 255 0.0789474
0.0792079 254 232 222 255 0.0792079
0.0793651 254 232 222 255 0.0793651
0.0795455 254 232 222 255 0.0795455
0.079646 254 232 222 255 0.079646
0.08 254 232 222 255 0.08
0.0803571 254 232 222 255 0.0803571
0.0804598 254 232 222 255 0.0804598
0.0806452 254 232 222 255 0.0806452
0.0808081 254 232 222 255 0.0808081
0.0810811 254 232 222 255 0.0810811
0.0813008 254 232 222 255 0.0813008
0.0813954 254 232 222 255 0.0813954
0.0816327 254 232 222 255 0.0816327
0.0818182 254 232 221 255 0.0818182
0.0819672 254 232 221 255 0.0819672
0.0821918 254 232 221 255 0.0821918
0.0823529 254 232 221 255 0.0823529
0.0824742 254 232 221 255 0.0824742
0.0825688 254 232 221 255 0.0825688
0.0826446 254 232 221 255 0.0826446
0.0833333 254 232 221 255 0.0833333
0.0840336 254 232 221 255 0.0840336
0.0841122 254 232 221 255 0.0841122
0.0842105 254 232 221 255 0.0842105
0.0843373 254 232 221 255 0.0843373
0.084507 254 232 221 255 0.084507
0.0847458 254 232 221 255 0.0847458
0.0849057 254 232 221 255 0.0849057
0.0851064 254 232 221 255 0.0851064
0.0853659 254 231 221 255 0.0853659
0.0854701 254 231 221 255 0.0854701
0.0857143 254 231 221 255 0.0857143
0.0860215 254 231 221 255 0.0860215
0.0862069 254 231 221 255 0.0862069
0.0864198 254 231 220 255 0.0864198
0.0865385 254 231 220 255 0.0865385
0.0869565 254 231 220 255 0.0869565
0.0873016 254 231 220 255 0.0873016
0.0873786 254 231 220 255 0.0873786
0.0875 254 231 220 255 0.0875
0.0877193 254 231 220 255 0.0877193
0.0879121 254 231 220 255 0.0879121
0.088 254 231 220 255 0.088
0.0882353 254 231 220 255 0.0882353
0.0884956 254 231 220 255 0.0884956
0.0886076 254 231 220 255 0.0886076
0.0887097 254 231 220 255 0.0887097
0.0888889 254 231 220 255 0.0888889
0.0891089 254 231 220 255 0.0891089
0.0892857 254 231 220 255 0.0892857
0.0894309 254 231 220 255 0.0894309
0.0895522 254 231 220 255 0.0895522
0.0897436 254 231 220 255 0.0897436
0.0898876 254 231 220 255 0.0898876
0.09 254 231 220 255 0.09
0.0900901 254 231 219 255 0.0900901
0.0901639 254 231 219 255 0.0901639
0.0909091 254 231 219 255 0.0909091
0.0916667 254 231 219 255 0.0916667
0.0917431 254 231 219 255 0.0917431
0.0918367 254 230 219 255 0.0918367
0.091954 254 230 219 255 0.091954
0.0921053 254 230 219 255 0.0921053
0.0923077 254 230 219 255 0.0923077
0.092437 254 230 219 255 0.092437
0.0925926 254 230 219 255 0.0925926
0.0927835 254 230 219 255 0.0927835
0.0930233 254 230 219 255 0.0930233
0.0932203 254 230 219 255 0.0932203
0.0933333 254 230 219 255 0.0933333
0.0934579 254 230 219 255 0.0934579
0.09375 254 230 219 255 0.09375
0.0940171 254 230 219 255 0.0940171
0.0941176 254 230 219 255 0.0941176
0.0943396 254 230 219 255 0.0943396
0.0945946 254 230 219 255 0.0945946
0.0947368 254 230 218 255 0.0947368
0.0948276 254 230 218 255 0.0948276
0.0952381 254 230 218 255 0.0952381
0.0956522 254 230 218 255 0.0956522
0.0957447 254 230 218 255 0.0957447
0.0958904 254 230 218 255 0.0958904
0.096 254 230 218 255 0.096
0.0961538 254 230 218 255 0.0961538
0.0963855 254 230 218 255 0.0963855
0.0964912 254 230 218 255 0.0964912
0.0967742 254 230 218 255 0.0967742
0.0970874 254 230 218 255 0.0970874
0.0972222 254 230 218 255 0.0972222
0.0973451 254 230 218 255 0.0973451
0.097561 254 229 218 255 0.097561
0.0978261 254 229 218 255 0.0978261
0.0980392 254 229 218 255 0.0980392
0.0982143 254 229 218 255 0.0982143
0.0983607 254 229 218 255 0.0983607
0.0985916 254 229 218 255 0.0985916
0.0987654 254 229 218 255 0.0987654
0.0989011 254 229 217 255 0.0989011
0.0990099 254 229 217 255 0.0990099
0.0990991 254 229 217 255 0.0990991
0.0991736 254 229 217 255 0.0991736
0.1 254 229 217 255 0.1
0.10084 254 229 217 255 0.10084
0.100917 254 229 217 255 0.100917
0.10101 254 229 217 255 0.10101
0.101124 254 229 217 255 0.101124
0.101266 254 229 217 255 0.101266
0.101449 254 229 217 255 0.101449
0.101695 254 229 217 255 0.101695
0.101852 254 229 217 255 0.101852
0.102041 254 229 217 255 0.102041
0.102273 254 229 217 255 0.102273
0.102564 254 229 217 255 0.102564
0.102804 254 229 217 255 0.102804
0.102941 254 229 217 255 0.102941
0.103093 254 229 217 255 0.103093
0.103448 254 229 217 255 0.103448
0.103774 254 229 217 255 0.103774
0.103896 254 229 217 255 0.103896
0.104 254 229 216 255 0.104
0.104167 254 228 216 255 0.104167
0.104348 254 228 216 255 0.104348
0.104478 254 228 216 255 0.104478
0.104651 254 228 216 255 0.104651
0.104762 254 228 216 255 0.104762
0.104839 254 228 216 255 0.104839
0.105263 254 228 216 255 0.105263
0.105691 254 228 216 255 0.105691
0.105769 254 228 216 255 0.105769
0.105882 254 228 216 255 0.105882
0.106061 254 228 216 255 0.106061
0.106195 254 228 216 255 0.106195
0.106383 254 228 216 255 0.106383
0.106557 254 228 216 255 0.106557
0.106667 254 228 216 255 0.106667
0.106796 254 228 216 255 0.106796
0.107143 254 228 216 255 0.107143
0.107438 254 228 216 255 0.107438
0.107527 254 228 216 255 0.107527
0.107692 254 228 216 255 0.107692
0.107843 254 228 215 255 0.107843
0.108108 254 228 215 255 0.108108
0.108333 254 228 215 255 0.108333
0.108434 254 228 215 255 0.108434
0.108696 254 228 215 255 0.108696
0.108911 254 228 215 255 0.108911
0.109091 254 228 215 255 0.109091
0.109244 254 228 215 255 0.109244
0.109375 254 228 215 255 0.109375
0.109589 254 228 215 255 0.109589
0.109756 254 227 215 255 0.109756
0.10989 254 227 215 255 0.10989
0.11 254 227 215 255 0.11
0.110092 254 227 215 255 0.110092
0.110169 254 227 215 255 0.110169
0.111111 254 227 215 255 0.111111
0.112 254 227 215 255 0.112
0.112069 254 227 215 255 0.112069
0.11215 254 227 215 255 0.11215
0.112245 254 227 215 255 0.112245
0.11236 254 227 215 255 0.11236
0.1125 254 227 214 255 0.1125
0.112676 254 227 214 255 0.112676
0.112903 254 227 214 255 0.112903
0.113043 254 227 214 255 0.113043
0.113208 254 227 214 255 0.113208
0.113402 254 227 214 255 0.113402
0.113636 254 227 214 255 0.113636
0.113821 254 227 214 255 0.113821
0.113924 254 227 214 255 0.113924
0.114035 254 227 214 255 0.114035
0.114286 254 227 214 255 0.114286
0.114583 254 227 214 255 0.114583
0.114754 254 227 214 255 0.114754
0.114943 254 227 214 255 0.114943
0.115044 254 227 214 255 0.115044
0.115385 254 227 214 255 0.115385
0.115702 254 227 214 255 0.115702
0.115789 254 227 214 255 0.115789
0.115942 254 227 214 255 0.115942
0.116071 254 227 214 255 0.116071
0.116279 254 226 214 255 0.116279
0.116505 254 226 213 255 0.116505
0.116667 254 226 213 255 0.116667
0.116883 254 226 213 255 0.116883
0.117021 254 226 213 255 0.117021
0.117117 254 226 213 255 0.117117
0.117647 254 226 213 255 0.117647
0.118182 254 226 213 255 0.118182
0.11828 254 226 213 255 0.11828
0.118421 254 226 213 255 0.118421
0.118644 254 226 213 255 0.118644
0.118812 254 226 213 255 0.118812
0.119048 254 226 213 255 0.119048
0.119266 254 226 213 255 0.119266
0.119403 254 226 213 255 0.119403
0.119565 254 226 213 255 0.119565
0.119658 254 226 213 255 0.119658
0.12 254 226 213 255 0.12
0.12037 254 226 213 255 0.12037
0.120482 254 226 213 255 0.120482
0.12069 254 226 213 255 0.12069
0.120879 254 226 213 255 0.120879
0.120968 254 226 212 255 0.120968
0.121212 254 226 212 255 0.121212
0.121495 254 226 212 255 0.121495
0.121622 254 226 212 255 0.121622
0.121739 254 226 212 255 0.121739
0.121951 254 226 212 255 0.121951
0.122222 254 226 212 255 0.122222
0.122449 254 226 212 255 0.122449
0.122642 254 225 212 255 0.122642
0.122807 254 225 212 255 0.122807
0.122951 254 225 212 255 0.122951
0.123077 254 225 212 255 0.123077
0.123288 254 225 212 255 0.123288
0.123457 254 225 212 255 0.123457
0.123596 254 225 212 255 0.123596
0.123711 254 225 212 255 0.123711
0.12381 254 225 212 255 0.12381
0.123894 254 225 212 255 0.123894
0.123967 254 225 212 255 0.123967
0.125 254 225 212 255 0.125
0.12605 254 225 212 255 0.12605
0.126126 254 225 212 255 0.126126
0.126214 254 225 211 255 0.126214
0.126316 254 225 211 255 0.126316
0.126437 254 225 211 255 0.126437
0.126582 254 225 211 255 0.126582
0.126761 254 225 211 255 0.126761
0.126984 254 225 211 255 0.126984
0.127119 254 225 211 255 0.127119
0.127273 254 225 211 255 0.127273
0.127451 254 225 211 255 0.127451
0.12766 254 225 211 255 0.12766
0.127907 254 225 211 255 0.127907
0.128 254 225 211 255 0.128
0.128205 254 225 211 255 0.128205
0.12844 254 225 211 255 0.12844
0.128571 254 225 211 255 0.128571
0.128713 254 225 211 255 0.128713
0.129032 254 224 211 255 0.129032
0.12931 254 224 211 255 0.12931
0.129412 254 224 211 255 0.129412
0.12963 254 224 211 255 0.12963
0.12987 254 224 211 255 0.12987
0.13 254 224 210 255 0.13
0.130081 254 224 210 255 0.130081
0.130435 254 224 210 255 0.130435
0.130841 254 224 210 255 0.130841
0.130952 254 224 210 255 0.130952
0.131148 254 224 210 255 0.131148
0.131313 254 224 210 255 0.131313
0.131579 254 224 210 255 0.131579
0.131868 254 224 210 255 0.131868
0.132075 254 224 210 255 0.132075
0.132231 254 224 210 255 0.132231
0.132353 254 224 210 255 0.132353
0.13253 254 224 210 255 0.13253
0.132653 254 224 210 255 0.132653
0.132743 254 224 210 255 0.132743
0.133333 254 224 210 255 0.133333
0.133929 254 224 210 255 0.133929
0.134021 254 224 209 255 0.134021
0.134146 254 224 209 255 0.134146
0.134328 254 223 209 255 0.134328
0.134454 254 223 209 255 0.134454
0.134615 254 223 209 255 0.134615
0.134831 254 223 209 255 0.134831
0.134921 254 223 209 255 0.134921
0.135135 254 223 209 255 0.135135
0.135417 254 223 209 255 0.135417
0.135593 254 223 209 255 0.135593
0.135802 254 223 209 255 0.135802
0.135922 254 223 209 255 0.135922
0.136 254 223 209 255 0.136
0.136364 254 223 208 255 0.136364
0.136752 254 223 208 255 0.136752
0.136842 254 223 208 255 0.136842
0.136986 254 223 208 255 0.136986
0.137097 254 223 208 255 0.137097
0.137255 254 223 208 255 0.137255
0.1375 254 222 208 255 0.1375
0.137615 254 222 208 255 0.137615
0.137931 254 222 208 255 0.137931
0.138211 254 222 208 255 0.138211
0.138298 254 222 208 255 0.138298
0.138462 254 222 208 255 0.138462
0.138614 254 222 208 255 0.138614
0.138889 254 222 207 255 0.138889
0.13913 254 222 207 255 0.13913
0.139241 254 222 207 255 0.139241
0.139344 254 222 207 255 0.139344
0.139535 254 222 207 255 0.139535
0.139785 254 222 207 255 0.139785
0.14 254 222 207 255 0.14
0.140187 254 222 207 255 0.140187
0.140351 254 222 207 255 0.140351
0.140496 254 222 207 255 0.140496
0.140625 254 221 207 255 0.140625
0.140845 254 221 207 255 0.140845
0.141026 254 221 207 255 0.141026
0.141176 254 221 206 255 0.141176
0.141304 254 221 206 255 0.141304
0.141414 254 221 206 255 0.141414
0.141509 254 221 206 255 0.141509
0.141593 254 221 206 255 0.141593
0.141667 254 221 206 255 0.141667
0.142857 254 221 206 255 0.142857
0.144 254 221 206 255 0.144
0.144068 254 221 206 255 0.144068
0.144144 254 221 206 255 0.144144
0.144231 254 221 206 255 0.144231
0.14433 254 221 206 255 0.14433
0.144444 254 221 206 255 0.144444
0.144578 254 221 205 255 0.144578
0.144737 254 221 205 255 0.144737
0.144928 254 220 205 255 0.144928
0.145161 254 220 205 255 0.145161
0.145299 254 220 205 255 0.145299
0.145455 254 220 205 255 0.145455
0.145631 254 220 205 255 0.145631
0.145833 254 220 205 255 0.145833
0.146067 254 220 205 255 0.146067
0.146341 254 220 205 255 0.146341
0.146552 254 220 205 255 0.146552
0.146667 254 220 205 255 0.146667
0.146789 254 220 205 255 0.146789
0.147059 254 220 204 255 0.147059
0.147368 254 220 204 255 0.147368
0.147541 254 220 204 255 0.147541
0.147727 254 220 204 255 0.147727
0.147826 254 220 204 255 0.147826
0.148148 254 220 204 255 0.148148
0.148515 254 219 204 255 0.148515
0.148649 254 219 204 255 0.148649
0.14876 254 219 204 255 0.14876
0.148936 254 219 204 255 0.148936
0.149123 254 219 204 255 0.149123
0.149254 254 219 204 255 0.149254
0.149425 254 219 204 255 0.149425
0.149533 254 219 203 255 0.149533
0.15 254 219 203 255 0.15
0.150442 254 219 203 255 0.150442
0.150538 254 219 203 255 0.150538
0.150685 254 219 203 255 0.150685
0.150794 254 219 203 255 0.150794
0.150943 254 219 203 255 0.150943
0.151163 254 219 203 255 0.151163
0.151261 254 219 203 255 0.151261
0.151515 254 219 203 255 0.151515
0.151786 254 218 203 255 0.151786
0.151899 254 218 203 255 0.151899
